countryname,countrycode,co2,gdp,anio
Afganistán                                                            ,AFG ,11635.6594000,,1995
Angola                                                                ,AGO ,48230.2986400,397.1794508,1995
Albania                                                               ,ALB ,6421.5713000,750.6044492,1995
Andorra                                                               ,AND ,0.0000000,18461.0648600,1995
El mundo árabe                                                        ,ARB ,1229230.3980000,2073.1420760,1995
Emiratos Árabes Unidos                                                ,ARE ,93904.0128700,27222.0358600,1995
Argentina                                                             ,ARG ,275096.4092000,7408.7082380,1995
Armenia                                                               ,ARM ,6710.3697000,456.3750487,1995
Samoa Americana                                                       ,ASM ,22.8843444,,1995
Antigua y Barbuda                                                     ,ATG ,391.9441100,8406.5929920,1995
Australia                                                             ,AUS ,489294.1470000,20319.6306300,1995
Austria                                                               ,AUT ,82480.6290000,30325.8495800,1995
Curacao                                                               ,CUW ,0.0000000,,1995
Azerbaiyán                                                            ,AZE ,42526.7923000,397.1981161,1995
Burundi                                                               ,BDI ,2998.9438000,167.0989158,1995
Bélgica                                                               ,BEL ,146712.3340000,28413.8264400,1995
Benin                                                                 ,BEN ,45322.6660000,367.3873410,1995
Burkina Faso                                                          ,BFA ,14072.2420000,235.8321973,1995
Bangladesh                                                            ,BGD ,136508.3290000,329.4240846,1995
Bulgaria                                                              ,BGR ,81769.9190000,2258.2860180,1995
Bahrein                                                               ,BHR ,15330.0748600,10376.9717000,1995
Bahamas                                                               ,BHS ,3532.1280500,12238.3862000,1995
Bosnia y Herzegovina                                                  ,BIH ,6576.4909000,487.4767772,1995
Belarús                                                               ,BLR ,130352.3510000,1370.6765590,1995
Belice                                                                ,BLZ ,602.9293100,2996.3829280,1995
Bermudas                                                              ,BMU ,496.7699050,33989.7223600,1995
Bolivia                                                               ,BOL ,170371.9690000,880.9922240,1995
Brasil                                                                ,BRA ,1574445.6290000,4748.2155290,1995
Barbados                                                              ,BRB ,1099.5552000,8335.8992930,1995
Brunei Darussalam                                                     ,BRN ,21264.6758000,15933.3455700,1995
Bhután                                                                ,BTN ,1647.8881000,566.8576986,1995
Botswana                                                              ,BWA ,12152.9950000,3219.9120510,1995
República Centroafricana                                              ,CAF ,133886.5290000,346.1088406,1995
Canadá                                                                ,CAN ,836025.6300000,20613.7878800,1995
Europa Central y del Báltico                                          ,CEB ,1122706.0370000,3572.6474660,1995
Suiza                                                                 ,CHE ,54577.6491000,48662.4397700,1995
Islas del Canal                                                       ,CHI ,0.0000000,,1995
Islas Caimán                                                          ,CYM ,0.0000000,,1995
Chile                                                                 ,CHL ,66432.8500000,5107.2768020,1995
China                                                                 ,CHN ,5042349.1200000,609.6566792,1995
Côte d'Ivoire                                                         ,CIV ,147447.8440000,774.6712121,1995
Camerún                                                               ,CMR ,90767.1460000,709.1148297,1995
"Congo, República Democrática del                                      ",COD ,1232299.8900000,135.7371468,1995
"Congo, República del                                                  ",COG ,57957.6340000,781.5235685,1995
Colombia                                                              ,COL ,179102.1058000,2539.9128770,1995
Comoras                                                               ,COM ,317.9539200,838.1716840,1995
Cabo Verde                                                            ,CPV ,252.2846900,1261.1161570,1995
Costa Rica                                                            ,CRI ,10054.8498000,3247.3169870,1995
Estados pequeos del Caribe                                            ,CSS ,42647.9009500,3507.9047660,1995
Cuba                                                                  ,CUB ,46584.9770000,2794.7372680,1995
Chipre                                                                ,CYP ,6594.2496800,15261.4105600,1995
República Checa                                                       ,CZE ,150508.5610000,5788.1507370,1995
Alemania                                                              ,DEU ,1131718.7700000,31658.3493800,1995
Djibouti                                                              ,DJI ,1914.4235200,789.5517691,1995
Dominica                                                              ,DMA ,140.3249770,3861.1796130,1995
Dinamarca                                                             ,DNK ,79490.3470000,35351.3654600,1995
República Dominicana                                                  ,DOM ,22043.9575200,2122.7976660,1995
Argelia                                                               ,DZA ,123799.1790000,1452.2694450,1995
Asia oriental y el Pacífico (excluido altos ingresos)                 ,EAP ,8348001.4900000,765.0059888,1995
inicial del dividendo demográfico                                     ,EAR ,8116343.6290000,1108.5712650,1995
Asia oriental y el Pacífico                                           ,EAS ,11030428.4000000,4276.2243550,1995
Europa y Asia central (excluido altos ingresos)                       ,ECA ,4291819.2290000,1965.6327860,1995
Europa y Asia central                                                 ,ECS ,9677678.5180000,12690.0174500,1995
Ecuador                                                               ,ECU ,38984.7280000,2132.9069690,1995
"Egipto, República Árabe de                                            ",EGY ,155524.8830000,965.1107300,1995
Zona del Euro                                                         ,EMU ,3463880.0400000,23696.9383200,1995
Eritrea                                                               ,ERI ,3751.3187000,262.2311296,1995
España                                                                ,ESP ,319459.3340000,15471.9627200,1995
Estonia                                                               ,EST ,31933.3340000,3130.8070940,1995
Etiopía                                                               ,ETH ,69202.1040000,134.3429555,1995
Unión Europea                                                         ,EUU ,4595675.8170000,19464.2224900,1995
Frágiles y situaciones de conflicto afectados                         ,FCS ,3496913.9380000,621.6235871,1995
Finlandia                                                             ,FIN ,77426.3597400,26271.5998100,1995
Fiji                                                                  ,FJI ,2182.1965000,2540.9907100,1995
Francia                                                               ,FRA ,543013.1400000,26890.2198800,1995
Islas Feroe                                                           ,FRO ,0.0000000,,1995
Micronesia (Estados Federados de)                                     ,FSM ,57.8271800,2060.6096960,1995
Gabón                                                                 ,GAB ,13230.3662000,4570.5923670,1995
Reino Unido                                                           ,GBR ,728336.0900000,23123.1777900,1995
Georgia                                                               ,GEO ,13616.2717000,578.3367633,1995
Ghana                                                                 ,GHA ,30510.8190000,379.9880073,1995
Gibraltar                                                             ,GIB ,302.5975320,,1995
Guinea                                                                ,GIN ,62537.2790000,508.1078294,1995
Gambia                                                                ,GMB ,1244.1703000,696.4508185,1995
Guinea-Bissau                                                         ,GNB ,1701.0715000,233.2424019,1995
Guinea Ecuatorial                                                     ,GNQ ,1991.9908740,285.5525482,1995
Grecia                                                                ,GRC ,99302.9466000,12959.3243200,1995
Granada                                                               ,GRD ,177.6385380,3411.8989160,1995
Groenlandia                                                           ,GRL ,0.0000000,21665.7019000,1995
Guatemala                                                             ,GTM ,19535.9363000,1424.6825430,1995
Guam                                                                  ,GUM ,67.2026511,,1995
Guyana                                                                ,GUY ,16107.0376000,816.5429329,1995
Ingreso alto                                                          ,HIC ,15911789.7500000,24272.3302200,1995
"Hong Kong, Región Administrativa Especial                             ",HKG ,40640.8644000,23497.4923100,1995
Honduras                                                              ,HND ,16822.7579000,936.6669981,1995
Países pobres muy endeudados (PPME)                                   ,HPC ,2757070.0400000,325.3116197,1995
Croacia                                                               ,HRV ,24621.2535600,4852.2222260,1995
Haití                                                                 ,HTI ,5951.2854900,363.2658259,1995
Hungría                                                               ,HUN ,77421.4160000,4494.7076240,1995
Maldivas                                                              ,MDV ,343.5341030,1569.9635040,1995
Sólo BIRF                                                             ,IBD ,18325282.6400000,1307.9472470,1995
BIRF y la AIF                                                         ,IBT ,22833517.5300000,1118.0928130,1995
